names,lat,lon,geometry
Upkar Garden bangalore,12.7786333,77.7245665,POINT (77.72456649999999 12.7786333)
Unishire Spacio bangalore,12.8849319,77.6048938,POINT (77.6048938 12.8849319)
Aryan Fountain Square bangalore,12.7867076,77.774883,POINT (77.774883 12.7867076)
Millennia Lakeview bangalore,12.8776976,77.69838349999999,POINT (77.69838349999999 12.8776976)
Karle Zenith Residences bangalore,13.0472844,77.61612939999999,POINT (77.61612939999999 13.0472844)
DSMAX STONESCAPE bangalore,12.8518163,77.5573227,POINT (77.5573227 12.8518163)
Sipani Wattle Grove bangalore,12.940446,77.623403,POINT (77.623403 12.940446)
Dhammanagi Kings Ville bangalore,12.9960918,77.583631,POINT (77.583631 12.9960918)
Prestige Ferns Residency bangalore,12.9029705,77.66220729999999,POINT (77.66220729999999 12.9029705)
Srimitra Lifestyle bangalore,13.0305625,77.668072,POINT (77.668072 13.0305625)
Hiranandani Club Meadows bangalore,12.875594,77.612397,POINT (77.612397 12.875594)
JK Suchiraa Villas bangalore,13.0694552,77.5173107,POINT (77.5173107 13.0694552)
Upkar Habitat bangalore,12.7445533,77.78244289999999,POINT (77.78244289999999 12.7445533)
Vaishnavi Nakshatra bangalore,13.0254031,77.54917760000001,POINT (77.54917760000001 13.0254031)
VMAKS Heights bangalore,12.8367538,77.6978783,POINT (77.6978783 12.8367538)
BSR Sunshine bangalore,13.0463979,77.5984395,POINT (77.5984395 13.0463979)
Ozone Urbana Avenue bangalore,12.9757272,77.6158504,POINT (77.6158504 12.9757272)
Sobha Ruby bangalore,13.0446521,77.5000402,POINT (77.5000402 13.0446521)
Sobha Valley View bangalore,12.9312341,77.5290558,POINT (77.52905579999999 12.9312341)
Canary Woods bangalore,12.9715987,77.5945627,POINT (77.5945627 12.9715987)
Hiranandani Glen Gate bangalore,13.0530787,77.5743451,POINT (77.5743451 13.0530787)
Sobha Clovelly bangalore,12.911386,77.5559079,POINT (77.55590789999999 12.911386)
Prestige Lakeside Habitat Villa bangalore,12.9299576,77.7401083,POINT (77.7401083 12.9299576)
Dharma Elite bangalore,13.0103618,77.65204690000002,POINT (77.65204690000002 13.0103618)
Jain Heights East Parade bangalore,12.9735006,77.6823713,POINT (77.6823713 12.9735006)
Dharma Castle bangalore,13.0106268,77.6532302,POINT (77.6532302 13.0106268)
Sobha Daisy bangalore,12.9282006,77.6680634,POINT (77.66806339999999 12.9282006)
Provident Harmony bangalore,13.080659,77.625441,POINT (77.625441 13.080659)
Hrvy Sai Sapphire bangalore,12.8947372,77.57857159999999,POINT (77.57857159999999 12.8947372)
Shravanthi Oakridge bangalore,12.8720988,77.52955089999999,POINT (77.52955089999999 12.8720988)
ARK Cloud City bangalore,12.9842196,77.76340929999999,POINT (77.76340929999999 12.9842196)
Vishwapriya Vertical Garden bangalore,12.9385302,77.5231804,POINT (77.5231804 12.9385302)
Shriram Godhuli bangalore,13.4682719,77.80969259999999,POINT (77.80969259999999 13.4682719)
Opera Canopus bangalore,12.8872949,77.6214482,POINT (77.6214482 12.8872949)
Aster Residential Layout bangalore,12.916873,77.6358182,POINT (77.6358182 12.916873)
Sipani Jardin bangalore,12.7780888,77.7296121,POINT (77.7296121 12.7780888)
Alpine Viva 2 bangalore,13.0143196,77.7609495,POINT (77.7609495 13.0143196)
Sobha Indraprastha bangalore,12.9811535,77.5634417,POINT (77.5634417 12.9811535)
Pyramid Carnations bangalore,13.1351114,77.5622471,POINT (77.56224709999999 13.1351114)
L&T South City bangalore,12.8877919,77.591002,POINT (77.591002 12.8877919)
Buildmann Aaroha Condominiums  bangalore,13.038895,77.70258500000001,POINT (77.70258500000001 13.038895)
LGCL Luxuriate bangalore,12.9165932,77.6347147,POINT (77.6347147 12.9165932)
Sunil Orchid bangalore,12.9715987,77.5945627,POINT (77.5945627 12.9715987)
Svamitva Emerald Square bangalore,12.8146987,77.67012369999999,POINT (77.67012369999999 12.8146987)
RJ Brooke Square bangalore,12.9649561,77.7203535,POINT (77.7203535 12.9649561)
Balaji Ashirvaad Elite bangalore,12.8547931,77.59766669999999,POINT (77.59766669999999 12.8547931)
Ma Sarada Casa Estrella bangalore,12.7964534,77.68640409999999,POINT (77.68640409999999 12.7964534)
Hiranandani Horizon bangalore,19.1153798,72.9091436,POINT (72.90914359999999 19.1153798)
Corporate Suncity Gloria Block B bangalore,12.9026286,77.7069429,POINT (77.7069429 12.9026286)
Prisha Orchids bangalore,13.0833854,77.6375082,POINT (77.6375082 13.0833854)
SSVR Fairy Bells bangalore,13.0713565,77.58518169999999,POINT (77.58518169999999 13.0713565)
United Meadows bangalore,12.9658617,77.7224633,POINT (77.7224633 12.9658617)
Rajarajeshwari Vara bangalore,12.981788,77.5998037,POINT (77.5998037 12.981788)
Purva Waves bangalore,13.063187,77.66269969999999,POINT (77.66269969999999 13.063187)
Habitat Eden Heights bangalore,12.9904266,77.7142049,POINT (77.7142049 12.9904266)
Habitat Iluminar bangalore,12.9155329,77.4933195,POINT (77.4933195 12.9155329)
Pruthvi Royal bangalore,12.8627337,77.5943649,POINT (77.5943649 12.8627337)
Godrej Gold County bangalore,13.046768,77.4902439,POINT (77.4902439 13.046768)
Cattleya Sriven Nest bangalore,12.9372072,77.7491799,POINT (77.7491799 12.9372072)
Brigade Millennium bangalore,12.891805,77.58245529999999,POINT (77.58245529999999 12.891805)
TG Ascent bangalore,12.8664422,77.6907409,POINT (77.69074089999999 12.8664422)
Cattleya Sriven Nest bangalore,12.9372072,77.7491799,POINT (77.7491799 12.9372072)
Mahaveer Promenade bangalore,13.0077592,77.7399015,POINT (77.7399015 13.0077592)
K Raheja Jade Gardens bangalore,13.204637,77.6506622,POINT (77.6506622 13.204637)
Aratt Cityscapes Apartment bangalore,13.0611983,77.75757899999999,POINT (77.75757899999999 13.0611983)
Radiant Elitaire bangalore,12.8830931,77.5830352,POINT (77.5830352 12.8830931)
RNS Shrinikethan bangalore,13.0321173,77.5388378,POINT (77.5388378 13.0321173)
Prestige Gulmohar bangalore,13.0288528,77.6649757,POINT (77.6649757 13.0288528)
DNR Atmosphere bangalore,12.958045,77.7390325,POINT (77.73903249999999 12.958045)
Shell North Gate bangalore,13.0669963,77.6468544,POINT (77.6468544 13.0669963)
Disha Loharuka SOLARIS bangalore,12.860781,77.5902906,POINT (77.5902906 12.860781)
ATZ Estrella bangalore,12.9366872,77.74873629999999,POINT (77.74873629999999 12.9366872)
MJ Lifestyle Astro bangalore,12.858655,77.6984882,POINT (77.6984882 12.858655)
Sowparnika Columns bangalore,12.9930415,77.8059633,POINT (77.8059633 12.9930415)
Shriram Sameeksha bangalore,13.0721162,77.5348332,POINT (77.53483319999999 13.0721162)
Sai Vrushabadri Towers bangalore,12.9885109,77.7817547,POINT (77.78175469999999 12.9885109)
Shri Balaji Sarovar bangalore,12.9769223,77.73338179999999,POINT (77.73338179999999 12.9769223)
Sobha Cedar bangalore,12.8779199,77.52976389999999,POINT (77.52976389999999 12.8779199)
Prabhavathi Comforts bangalore,12.8864112,77.6290643,POINT (77.6290643 12.8864112)
Platina Exotica bangalore,12.9275441,77.4936815,POINT (77.49368149999999 12.9275441)
Valmark Cityville bangalore,12.8626587,77.604309,POINT (77.604309 12.8626587)
DSR Sunrise Towers bangalore,12.9821505,77.7602375,POINT (77.7602375 12.9821505)
Dhanapriya Paradise bangalore,12.9715987,77.5945627,POINT (77.5945627 12.9715987)
SVS Trend Square Precioso bangalore,13.0345488,77.66741549999999,POINT (77.66741549999999 13.0345488)
Sobha Dream Gardens bangalore,13.0968857,77.647408,POINT (77.647408 13.0968857)
Sumukha Residency bangalore,12.9607204,77.5943232,POINT (77.59432320000001 12.9607204)
Pioneer Kingstown bangalore,12.8878665,77.6441936,POINT (77.64419359999999 12.8878665)
SMR Vinay Estella bangalore,13.0840921,77.5413269,POINT (77.5413269 13.0840921)
Peninsula Prakruthi bangalore,12.8732821,77.787371,POINT (77.78737099999999 12.8732821)
Prestige Park View bangalore,12.9852588,77.75189180000001,POINT (77.75189180000001 12.9852588)
Prestige Park View bangalore,12.9852588,77.75189180000001,POINT (77.75189180000001 12.9852588)
Altius Ardour bangalore,12.8354267,77.76861389999999,POINT (77.76861389999999 12.8354267)
Mantri Tranquil bangalore,12.8867375,77.5451932,POINT (77.5451932 12.8867375)
Concorde Tech Turf bangalore,12.8318141,77.6551811,POINT (77.65518109999999 12.8318141)
SRK The Villagio bangalore,13.0080164,77.7621594,POINT (77.7621594 13.0080164)
DS Max Splendid bangalore,12.9718563,77.4790222,POINT (77.4790222 12.9718563)
Gravity Sundridge bangalore,13.1777165,77.55935149999999,POINT (77.55935149999999 13.1777165)
Axis Vedam bangalore,12.8803091,77.5839891,POINT (77.5839891 12.8803091)
Odions The Woods of East Phase 1 bangalore,12.8913922,77.69372369999999,POINT (77.69372369999999 12.8913922)
IDEB Springfields bangalore,12.9181948,77.6695175,POINT (77.6695175 12.9181948)
Ozone Polestar bangalore,13.0385196,77.6181119,POINT (77.6181119 13.0385196)
Goyal Orchid Lakeview bangalore,12.9315349,77.67864809999999,POINT (77.67864809999999 12.9315349)
Gempark Address bangalore,12.8699879,77.8103632,POINT (77.8103632 12.8699879)
Sriven Luminous Amaltas bangalore,12.8453334,77.6481115,POINT (77.6481115 12.8453334)
Pyramid Bilberry bangalore,13.0873611,77.6247607,POINT (77.6247607 13.0873611)
Sobha Forest Edge bangalore,12.8763618,77.5285878,POINT (77.5285878 12.8763618)
Aryan Golden Arena bangalore,12.806845,77.7825336,POINT (77.78253359999999 12.806845)
Park Cubix bangalore,13.2418908,77.720995,POINT (77.720995 13.2418908)
Brigade Golden Triangle bangalore,13.0549285,77.762862,POINT (77.762862 13.0549285)
Concorde Luxepolis bangalore,12.9567983,77.56782799999999,POINT (77.56782799999999 12.9567983)
MBR Brickfield Shelters bangalore,12.8124009,77.7342541,POINT (77.7342541 12.8124009)
Maysons Udbhava bangalore,13.0877551,77.6038995,POINT (77.6038995 13.0877551)
Adarsh Palm Retreat bangalore,12.9234947,77.6851069,POINT (77.68510689999999 12.9234947)
Aratt Cityscapes Villa bangalore,13.0611983,77.75757899999999,POINT (77.75757899999999 13.0611983)
Avani Gardens bangalore,13.0860725,77.6064885,POINT (77.6064885 13.0860725)
Nakshatra Township bangalore,12.7304474,77.70335519999999,POINT (77.70335519999999 12.7304474)
Mantri Espana bangalore,12.9344706,77.68350629999999,POINT (77.68350629999999 12.9344706)
Upscale Golden Lotus bangalore,12.9295788,77.7405079,POINT (77.7405079 12.9295788)
DS & Jacks Needs 3 Project 276 bangalore,12.8707878,77.5963239,POINT (77.5963239 12.8707878)
Sumukha Emerald bangalore,12.8758824,77.5812546,POINT (77.58125459999999 12.8758824)
IDEB Springfields bangalore,12.9181948,77.6695175,POINT (77.6695175 12.9181948)
Sipani Bliss 2 bangalore,12.7808199,77.72399589999999,POINT (77.72399589999999 12.7808199)
Sriven Luminous Amaltas bangalore,12.8453334,77.6481115,POINT (77.6481115 12.8453334)
Saf Snowdrops bangalore,12.8921607,77.563372,POINT (77.563372 12.8921607)
ARS Bhavisha bangalore,12.8596605,77.7656243,POINT (77.7656243 12.8596605)
LVS Gardenia Phase 1 bangalore,13.0345318,77.7024472,POINT (77.70244719999999 13.0345318)
Krishnaja Northcity bangalore,13.2389421,77.7059788,POINT (77.7059788 13.2389421)
Bluejay Malgudi bangalore,12.8651727,77.5484676,POINT (77.5484676 12.8651727)
Shriram Chirping Woods Apartment bangalore,12.9090034,77.6688901,POINT (77.6688901 12.9090034)
Veohm Cedar Woods bangalore,13.0591532,77.643044,POINT (77.643044 13.0591532)
Mana Candela bangalore,12.8915171,77.71009699999999,POINT (77.71009699999999 12.8915171)
Ezzy Corinth bangalore,13.0657555,77.65154439999999,POINT (77.65154439999999 13.0657555)
Concorde Amber bangalore,12.8948188,77.7030423,POINT (77.70304230000001 12.8948188)
RJR Patel Residency bangalore,12.93844,77.7431417,POINT (77.7431417 12.93844)
Century Artizan Phase II bangalore,13.129355,77.595041,POINT (77.59504099999999 13.129355)
Prestige Glenwood bangalore,13.0767319,77.7341204,POINT (77.73412039999999 13.0767319)
Aratt Cityscapes Villa bangalore,13.0611983,77.75757899999999,POINT (77.75757899999999 13.0611983)
Avani Gardens bangalore,13.0860725,77.6064885,POINT (77.6064885 13.0860725)
Sobha Habitech bangalore,12.9828292,77.7552035,POINT (77.75520349999999 12.9828292)
Brigade Parkside West bangalore,12.9026133,77.7018458,POINT (77.7018458 12.9026133)
SNR Windmill bangalore,12.855583,77.597298,POINT (77.59729799999999 12.855583)
GCN White Palms bangalore,12.9616048,77.74209499999999,POINT (77.74209499999999 12.9616048)
Keystone Sarovar bangalore,12.8670332,77.57339809999999,POINT (77.57339809999999 12.8670332)
Columbia Celestia bangalore,12.8953434,77.5795256,POINT (77.5795256 12.8953434)
Gajanana Sumuk bangalore,12.9917127,77.7185076,POINT (77.7185076 12.9917127)
MIMS Residency bangalore,13.086763,77.6214664,POINT (77.6214664 13.086763)
Cleartile The Rare Earth Plots bangalore,12.8784133,77.7097953,POINT (77.7097953 12.8784133)
Sobha Daffodil bangalore,12.9013076,77.65341699999999,POINT (77.65341699999999 12.9013076)
Akruthi Spring Woods bangalore,12.985451,77.4864,POINT (77.4864 12.985451)
Shapoorji Pallonji ParkWest Mahogany bangalore,12.963803,77.5610241,POINT (77.5610241 12.963803)
Cleartile The Rare Earth Plots bangalore,12.8784133,77.7097953,POINT (77.7097953 12.8784133)
Prestige Glenwood bangalore,13.0767319,77.7341204,POINT (77.73412039999999 13.0767319)
Sobha Daffodil bangalore,12.9013076,77.65341699999999,POINT (77.65341699999999 12.9013076)
Sanvi Sunrise bangalore,12.9732444,77.677601,POINT (77.677601 12.9732444)
RBD Stillwaters bangalore,12.8945651,77.6632973,POINT (77.6632973 12.8945651)
Relizant Royale bangalore,12.957703,77.5758522,POINT (77.5758522 12.957703)
Shapoorji Pallonji ParkWest Mahogany bangalore,12.963803,77.5610241,POINT (77.5610241 12.963803)
Shilpa Dacha bangalore,12.915819,77.66976079999999,POINT (77.66976079999999 12.915819)
Brigade Omega bangalore,12.8938298,77.5294655,POINT (77.5294655 12.8938298)
Prestige Royal Garden 3 bangalore,13.1395085,77.57063950000001,POINT (77.57063950000001 13.1395085)
Sri Bhagwan Elite bangalore,12.8730771,77.6441754,POINT (77.64417539999999 12.8730771)
Ozone Urbana Township bangalore,13.2036001,77.6645319,POINT (77.6645319 13.2036001)
Axis Antara bangalore,12.8688053,77.61804939999999,POINT (77.61804939999999 12.8688053)
Rohan Vasantha bangalore,12.9568204,77.7070217,POINT (77.7070217 12.9568204)
NR Windgates bangalore,13.0859552,77.62378000000001,POINT (77.62378000000001 13.0859552)
Silicon Valley bangalore,12.9715987,77.5945627,POINT (77.5945627 12.9715987)
Narmada Sri Heights bangalore,12.8737585,77.6677287,POINT (77.6677287 12.8737585)
Prestige Dolce Vita bangalore,12.9757496,77.7425161,POINT (77.7425161 12.9757496)
Mahindra Lifespace Windchimes bangalore,12.88624,77.597681,POINT (77.59768099999999 12.88624)
Veracious Vani Vilas bangalore,13.1220505,77.57686009999999,POINT (77.57686009999999 13.1220505)
Provident The Tree bangalore,12.9960104,77.48484119999999,POINT (77.48484119999999 12.9960104)
Golden Grand bangalore,13.0268946,77.5464606,POINT (77.5464606 13.0268946)
Skanda Nirvana bangalore,12.9340795,77.7059496,POINT (77.7059496 12.9340795)
VARS Parkwood bangalore,12.9156691,77.6909634,POINT (77.6909634 12.9156691)
Aratt Cityscapes Rowhouse bangalore,13.0611983,77.75757899999999,POINT (77.75757899999999 13.0611983)
Viho Hill View bangalore,12.8904203,77.5148337,POINT (77.5148337 12.8904203)
Adithya Garden  bangalore,12.8645579,77.6594665,POINT (77.65946649999999 12.8645579)
Sumadhura Silver Ripples bangalore,12.9691977,77.7388622,POINT (77.7388622 12.9691977)
Dharanis Prakruthi Park bangalore,12.8461858,77.82759890000001,POINT (77.82759890000001 12.8461858)
Anand Somu Pristine bangalore,12.8588873,77.56676689999999,POINT (77.56676689999999 12.8588873)
Aratt Rolling Whites bangalore,12.7481938,77.6837066,POINT (77.68370659999999 12.7481938)
Anand Somu Pristine bangalore,12.8588873,77.56676689999999,POINT (77.56676689999999 12.8588873)
Dharanis Prakruthi Park bangalore,12.8461858,77.82759890000001,POINT (77.82759890000001 12.8461858)
Prestige Sunrise Park Norwood bangalore,12.8345846,77.6635615,POINT (77.6635615 12.8345846)
Axis Antara bangalore,12.8688053,77.61804939999999,POINT (77.61804939999999 12.8688053)
Splendid Skylines bangalore,12.8745128,77.6517073,POINT (77.6517073 12.8745128)
Casa Gopalan bangalore,12.9685201,77.7424363,POINT (77.74243629999999 12.9685201)
Assetz Lifestyle bangalore,12.8853283,77.7047401,POINT (77.7047401 12.8853283)
Sobha Jasmine bangalore,12.9263467,77.6680634,POINT (77.66806339999999 12.9263467)
Veracious Vani Vilas bangalore,13.1220505,77.57686009999999,POINT (77.57686009999999 13.1220505)
Pioneer Park Avenue bangalore,12.875964,77.55190499999999,POINT (77.55190499999999 12.875964)
Odions The Woods of East Phase 2 bangalore,12.8913922,77.69372369999999,POINT (77.69372369999999 12.8913922)
Adithya Garden  bangalore,12.8645579,77.6594665,POINT (77.65946649999999 12.8645579)
Velpula Pride bangalore,13.0863313,77.6028616,POINT (77.6028616 13.0863313)
Sobha Marvella bangalore,12.9267833,77.6726791,POINT (77.6726791 12.9267833)
Salarpuria Sattva Serene Life bangalore,13.1883652,77.65808760000002,POINT (77.65808760000002 13.1883652)
Definer Hi-Life bangalore,13.0361409,77.69325239999999,POINT (77.69325239999999 13.0361409)
Asrithas Grand Living bangalore,12.938386,77.617803,POINT (77.61780299999999 12.938386)
Shriram Signia bangalore,12.8391167,77.6563997,POINT (77.65639969999999 12.8391167)
Sri Garnet Park bangalore,12.9918197,77.71943279999999,POINT (77.71943279999999 12.9918197)
Azven Breathe bangalore,12.8313905,77.775604,POINT (77.775604 12.8313905)
Sobha Tulip bangalore,12.8984206,77.5855194,POINT (77.5855194 12.8984206)
Prestige Ozone bangalore,12.9590509,77.7494998,POINT (77.7494998 12.9590509)
SJR WaterMark bangalore,12.9132624,77.6704345,POINT (77.6704345 12.9132624)
Vedant Vayun bangalore,12.8787673,77.6376676,POINT (77.6376676 12.8787673)
DivyaSree 77 Place bangalore,12.9486621,77.69325239999999,POINT (77.69325239999999 12.9486621)
Prestige Spencer Heights bangalore,12.9956569,77.6104792,POINT (77.6104792 12.9956569)
Puravankara Purva Riviera bangalore,12.9758193,77.5570922,POINT (77.5570922 12.9758193)
MN Guru Gokulam bangalore,13.0927842,77.6324403,POINT (77.6324403 13.0927842)
Raja Sannidhi bangalore,12.8491125,77.6078187,POINT (77.6078187 12.8491125)
Sobha Lifestyle Legacy bangalore,13.231919,77.674463,POINT (77.674463 13.231919)
Nava Vedantha bangalore,13.0051219,77.6644468,POINT (77.66444679999999 13.0051219)
Prabhavathi Divine bangalore,12.8787211,77.6110659,POINT (77.6110659 12.8787211)
Jeevan Grandeur bangalore,13.0053452,77.7482751,POINT (77.7482751 13.0053452)
Century Indus Phase II bangalore,12.9112501,77.5113871,POINT (77.51138709999999 12.9112501)
Brigade Meadows Plumeria bangalore,12.8134935,77.5117193,POINT (77.5117193 12.8134935)
Kolte Patil Raaga bangalore,13.0956915,77.6478017,POINT (77.6478017 13.0956915)
ALPS Aurora bangalore,12.8145655,77.67290059999999,POINT (77.67290059999999 12.8145655)
Century Saras bangalore,13.1128005,77.57010129999999,POINT (77.57010129999999 13.1128005)
Greystone Mirror On Water bangalore,12.8943569,77.6618761,POINT (77.6618761 12.8943569)
Thrive Muses Abode bangalore,13.0261844,77.62669679999999,POINT (77.62669679999999 13.0261844)
Renaissance Nature Walk bangalore,13.0046798,77.71826039999999,POINT (77.71826039999999 13.0046798)
Mantri Flora bangalore,12.9183563,77.6650713,POINT (77.66507129999999 12.9183563)
Vivansaa Aurigaa bangalore,12.8937057,77.7681863,POINT (77.7681863 12.8937057)
Arvind Sporcia bangalore,13.0624992,77.62152929999999,POINT (77.62152929999999 13.0624992)
GM Infinite E City Town Phase I bangalore,12.8192308,77.66407,POINT (77.66407 12.8192308)
SNN Raj Serenity Phase II bangalore,12.852932,77.67846899999999,POINT (77.67846899999999 12.852932)
Silverwood Regency bangalore,12.9111022,77.6777582,POINT (77.6777582 12.9111022)
Purva Venezia bangalore,13.0972391,77.57029750000001,POINT (77.57029750000001 13.0972391)
Sri Bhagwan Embassy bangalore,12.8355532,77.6916476,POINT (77.6916476 12.8355532)
Puravankara Purva Fountain Square bangalore,12.9748291,77.61898699999999,POINT (77.61898699999999 12.9748291)
GM Global Techies Town Tower 03 C bangalore,12.8227035,77.66084110000001,POINT (77.66084110000001 12.8227035)
Saran Mulberry Woods bangalore,12.9059509,77.7038144,POINT (77.7038144 12.9059509)
Celebrity Square bangalore,12.828163,77.78602479999999,POINT (77.78602479999999 12.828163)
Shriram Chirping Woods Villament bangalore,12.9090034,77.6688901,POINT (77.6688901 12.9090034)
Aahika Apartments bangalore,12.9036263,77.606235,POINT (77.606235 12.9036263)
Mana Karmel bangalore,12.8955387,77.70596619999999,POINT (77.70596619999999 12.8955387)
GM Global Techies Town Tower 01 A bangalore,12.8227035,77.66084110000001,POINT (77.66084110000001 12.8227035)
Trifecta Joli bangalore,12.8921388,77.7095138,POINT (77.7095138 12.8921388)
SJR Vogue bangalore,12.9815216,77.7176076,POINT (77.71760759999999 12.9815216)
Plama Heights bangalore,13.0334447,77.6374762,POINT (77.63747619999999 13.0334447)
Raheja Residency bangalore,12.928366,77.6317759,POINT (77.63177589999999 12.928366)
Prestige Sunrise Park Brichwood bangalore,12.8321675,77.6632722,POINT (77.66327219999999 12.8321675)
Lone Star Crexcel Tuscany bangalore,12.991444,77.615403,POINT (77.615403 12.991444)
Salarpuria Sattva Kings Domain bangalore,12.9918038,77.66070409999999,POINT (77.66070409999999 12.9918038)
GE Global Green Apple Villas bangalore,12.7861815,77.71243869999999,POINT (77.71243869999999 12.7861815)
Candeur Rise bangalore,12.9969877,77.68995489999999,POINT (77.68995489999999 12.9969877)
Brigade Metropolis bangalore,12.9914639,77.7029976,POINT (77.7029976 12.9914639)
Elegant Pride bangalore,13.0012678,77.6225051,POINT (77.6225051 13.0012678)
Kuteera Green Homes bangalore,13.0301107,77.7620013,POINT (77.76200129999999 13.0301107)
URI Shirdi Sri Sai Nagar bangalore,12.9714651,77.540545,POINT (77.54054499999999 12.9714651)
Pride Crosswinds Villa Plots bangalore,12.780214,77.603303,POINT (77.603303 12.780214)
Jeevan Pristine bangalore,12.9715987,77.5945627,POINT (77.5945627 12.9715987)
Salarpuria Sattva Gold Summit bangalore,13.0666284,77.65231539999999,POINT (77.65231539999999 13.0666284)
DS Max Status bangalore,13.131781,77.5661959,POINT (77.5661959 13.131781)
Unishire The Weave bangalore,13.0569,77.623807,POINT (77.623807 13.0569)
Total Environment Windmills Of Your Mind bangalore,12.9828416,77.72180469999999,POINT (77.72180469999999 12.9828416)
G Corp The Icon Phase III bangalore,13.0473654,77.62548389999999,POINT (77.62548389999999 13.0473654)
Sona Grandeur bangalore,12.8647018,77.5956349,POINT (77.59563489999999 12.8647018)
Saranya Sreshta bangalore,12.9671661,77.7570509,POINT (77.7570509 12.9671661)
Chaitrashree Royale bangalore,12.9389997,77.5180225,POINT (77.5180225 12.9389997)
Sobha City Casa Paradiso bangalore,13.0761452,77.6406964,POINT (77.6406964 13.0761452)
Nishant Prime bangalore,12.9665946,77.76514519999999,POINT (77.76514519999999 12.9665946)
Aratt Amora bangalore,12.7587473,77.6711502,POINT (77.6711502 12.7587473)
Windsor Troika bangalore,12.8656865,77.61948780000002,POINT (77.61948780000002 12.8656865)
LGCL One Street bangalore,13.0668077,77.6602794,POINT (77.66027939999999 13.0668077)
Mantri Lithos bangalore,13.0544515,77.6194419,POINT (77.6194419 13.0544515)
VBHC Vaibhava bangalore,12.756369,77.70242569999999,POINT (77.70242569999999 12.756369)
Citrus Zen Garden bangalore,13.0683918,77.60496169999999,POINT (77.60496169999999 13.0683918)
Griha Unnathi bangalore,13.0590857,77.6590355,POINT (77.6590355 13.0590857)
Hebron Avenue bangalore,13.0323,77.69942309999999,POINT (77.69942309999999 13.0323)
Vivansaa Blessings bangalore,12.9124021,77.6387393,POINT (77.6387393 12.9124021)
Unishire Verzure bangalore,13.0756934,77.61737629999999,POINT (77.61737629999999 13.0756934)
Connected Living Whitefield bangalore,13.0345602,77.7896753,POINT (77.7896753 13.0345602)
Pavani Sarovar bangalore,12.9726354,77.7340972,POINT (77.73409719999999 12.9726354)
Kataria Builteck Residency bangalore,12.8213574,77.6876728,POINT (77.6876728 12.8213574)
LGCL Pueblo bangalore,12.8666049,77.6672102,POINT (77.6672102 12.8666049)
Prestige Kensington Gardens bangalore,13.051404,77.5369911,POINT (77.53699109999999 13.051404)
Millennia Montagna bangalore,12.9715987,77.5945627,POINT (77.5945627 12.9715987)
Ozone Evergreens bangalore,12.9088641,77.6628913,POINT (77.6628913 12.9088641)
DivyaSree Republic Of Whitefield bangalore,12.9662768,77.7243859,POINT (77.7243859 12.9662768)
Pranavas BSR Gitaaar bangalore,12.9422451,77.70145169999999,POINT (77.70145169999999 12.9422451)
Prestige Palms bangalore,12.9805009,77.74359869999999,POINT (77.74359869999999 12.9805009)
S2 Avantikaa bangalore,12.8569538,77.7662866,POINT (77.7662866 12.8569538)
Alpine Fiesta bangalore,12.996111,77.72033210000001,POINT (77.72033210000001 12.996111)
Suvastu King George Avenue bangalore,12.9066722,77.64302579999999,POINT (77.64302579999999 12.9066722)
Godrej Platinum bangalore,13.0547182,77.5937366,POINT (77.5937366 13.0547182)
Sonestaa Meadows bangalore,12.9488884,77.7214587,POINT (77.7214587 12.9488884)
Ajantha Prime bangalore,12.862021,77.6623552,POINT (77.66235519999999 12.862021)
Kumari Lotus bangalore,12.9033063,77.68468179999999,POINT (77.68468179999999 12.9033063)
RJ Lake Gardenia bangalore,13.018249,77.707173,POINT (77.707173 13.018249)
BRR Sai Sankalp bangalore,12.9976477,77.7598434,POINT (77.75984339999999 12.9976477)
Adarsh Palm Retreat Condominiums bangalore,12.9197319,77.6901979,POINT (77.6901979 12.9197319)
Citrus Polaris  bangalore,13.06663,77.656796,POINT (77.656796 13.06663)
Samruddhi Winter Green bangalore,12.9389418,77.7129508,POINT (77.7129508 12.9389418)
Citrus Aries Lakeview bangalore,13.077676,77.6104505,POINT (77.6104505 13.077676)
Jayanth Santis bangalore,13.1115752,77.5722524,POINT (77.5722524 13.1115752)
Ittina Neela bangalore,12.831385,77.700493,POINT (77.70049299999999 12.831385)
Aswan The Marquis bangalore,12.9713671,77.6119065,POINT (77.6119065 12.9713671)
Purva City of Gold bangalore,12.887104,77.5521255,POINT (77.5521255 12.887104)
Aishwarya Splendour bangalore,12.8964934,77.58584549999999,POINT (77.58584549999999 12.8964934)
DSMAX SAANJH bangalore,12.874364,77.6173867,POINT (77.6173867 12.874364)
Purva City of Gold bangalore,12.887104,77.5521255,POINT (77.5521255 12.887104)
Fire Luxur The Empyrean bangalore,12.9048299,77.8677685,POINT (77.8677685 12.9048299)
MS Royal Sunnyvale bangalore,12.7384134,77.70856660000001,POINT (77.70856660000001 12.7384134)
Prodaacon Mounika Espancia bangalore,13.0371268,77.6643917,POINT (77.6643917 13.0371268)
Garuda Estilo Homes bangalore,12.9948427,77.7645333,POINT (77.7645333 12.9948427)
Pride Enchanta Phase I bangalore,12.9478889,77.5353712,POINT (77.5353712 12.9478889)
Apex Crystal bangalore,12.9715987,77.5945627,POINT (77.5945627 12.9715987)
Gomati Iris bangalore,12.8033514,77.6714398,POINT (77.6714398 12.8033514)
